date,iso_a3,currency_code,name,local_price,dollar_ex,dollar_price,USD_raw,EUR_raw,GBP_raw,JPY_raw,CNY_raw,GDP_dollar,adj_price,USD_adjusted,EUR_adjusted,GBP_adjusted,JPY_adjusted,CNY_adjusted
2005-06-01,URY,UYU,Uruguay,44,24.125,1.82383419689119,-0.29309,-0.49099,-0.46988,-0.22148,0.4376,,,,,,,
2005-06-01,USA,USD,United States,2.58,1,2.58,0,-0.27996,-0.25009,0.1013,1.03363,,,,,,,
2005-06-01,VEN,VEF,Venezuela,5600,2629.62,2.12958526326998,-0.17458,-0.40566,-0.38101,-0.09097,0.6786,,,,,,,
2005-06-01,ZAF,ZAR,South Africa,13.95,6.6482,2.09831232514064,-0.1867,-0.41439,-0.3901,-0.10431,0.65395,,,,,,,
2006-01-01,ARG,ARS,Argentina,4.75,3.0638,1.55036229518898,-0.41934,-0.55878,-0.53248,-0.29114,0.19069,,,,,,,
2006-01-01,AUS,AUD,Australia,3.25,1.3308,2.44214006612564,-0.08534,-0.30499,-0.26356,0.1166,0.87559,,,,,,,
2006-01-01,BRA,BRL,Brazil,6.2,2.2615,2.74154322352421,0.0268,-0.21978,-0.17327,0.25349,1.10553,,,,,,,
2006-01-01,CAN,CAD,Canada,3.52,1.1704,3.00751879699248,0.12641,-0.14409,-0.09306,0.3751,1.3098,,,,,,,
2006-01-01,CHE,CHF,Switzerland,6.3,1.2776,4.93112085159674,0.84686,0.40335,0.48701,1.25461,2.78715,,,,,,,
2006-01-01,CHL,CLP,Chile,1560,522.75,2.98421807747489,0.11768,-0.15072,-0.10009,0.36444,1.29191,,,,,,,
2006-01-01,CHN,CNY,China,10.5,8.0641,1.30206718666683,-0.51233,-0.62944,-0.60735,-0.40467,0,,,,,,,
2006-01-01,CZE,CZK,Czech Republic,62,23.8375,2.60094389092816,-0.02586,-0.2598,-0.21567,0.1892,0.99755,,,,,,,
2006-01-01,DNK,DKK,Denmark,27.75,6.1769,4.49254480402791,0.6826,0.27853,0.35475,1.05408,2.45032,,,,,,,
2006-01-01,EGY,EGP,Egypt,9.25,5.74,1.61149825783972,-0.39644,-0.54138,-0.51404,-0.26319,0.23765,,,,,,,
2006-01-01,EUZ,EUR,Euro area,2.91,0.82815735,3.51382499956077,0.31604,0,0.05962,0.60659,1.69865,,,,,,,
2006-01-01,GBR,GBP,Britain,1.88,0.566925563,3.3161319980909,0.242,-0.05626,0,0.5162,1.54682,,,,,,,
2006-01-01,HKG,HKD,Hong Kong,12,7.7512,1.54814738363092,-0.42017,-0.55941,-0.53315,-0.29216,0.18899,,,,,,,
2006-01-01,HUN,HUF,Hungary,560,206.956,2.70588917451052,0.01344,-0.22993,-0.18402,0.23719,1.07815,,,,,,,
2006-01-01,IDN,IDR,Indonesia,14600,9460,1.54334038054968,-0.42197,-0.56078,-0.5346,-0.29435,0.1853,,,,,,,
2006-01-01,JPN,JPY,Japan,250,114.305,2.18713092165697,-0.18085,-0.37756,-0.34046,0,0.67974,,,,,,,
2006-01-01,KOR,KRW,South Korea,2500,977.45,2.55767558442887,-0.04207,-0.27211,-0.22872,0.16942,0.96432,,,,,,,
2006-01-01,MEX,MXN,Mexico,28,10.5425,2.65591652833768,-0.00527,-0.24415,-0.19909,0.21434,1.03977,,,,,,,
2006-01-01,MYS,MYR,Malaysia,5.5,3.7488,1.46713615023474,-0.45051,-0.58247,-0.55758,-0.3292,0.12677,,,,,,,
2006-01-01,NZL,NZD,New Zealand,4.45,1.4467,3.07596599156701,0.15205,-0.12461,-0.07242,0.40639,1.36237,,,,,,,
2006-01-01,PER,PEN,Peru,9.5,3.446,2.75681950087057,0.03252,-0.21544,-0.16866,0.26047,1.11726,,,,,,,
2006-01-01,PHL,PHP,Philippines,82,52.58,1.55952833777102,-0.41591,-0.55617,-0.52971,-0.28695,0.19773,,,,,,,
2006-01-01,POL,PLN,Poland,6.5,3.1151,2.08661038168919,-0.2185,-0.40617,-0.37077,-0.04596,0.60254,,,,,,,
2006-01-01,RUS,RUB,Russia,46,28.67,1.60446459713987,-0.39908,-0.54339,-0.51616,-0.26641,0.23224,,,,,,,
2006-01-01,SGP,SGD,Singapore,3.6,1.6353,2.20143093010457,-0.17549,-0.37349,-0.33614,0.00654,0.69072,,,,,,,
2006-01-01,SWE,SEK,Sweden,33,7.7119,4.27910112942336,0.60266,0.21779,0.29039,0.95649,2.28639,,,,,,,
2006-01-01,THA,THB,Thailand,60,39.755,1.50924412023645,-0.43474,-0.57048,-0.54488,-0.30994,0.15911,,,,,,,
2006-01-01,TUR,TRY,Turkey,4.1,1.3365,3.06771417882529,0.14896,-0.12696,-0.07491,0.40262,1.35603,,,,,,,
2006-01-01,TWN,TWD,Taiwan,75,31.9495,2.34745457675394,-0.1208,-0.33194,-0.29211,0.0733,0.80287,,,,,,,
2006-01-01,USA,USD,United States,2.67,1,2.67,0,-0.24014,-0.19485,0.22078,1.05059,,,,,,,
2006-01-01,VEN,VEF,Venezuela,5900,2615.92,2.2554206550659,-0.15527,-0.35813,-0.31986,0.03122,0.73218,,,,,,,
2006-01-01,ZAF,ZAR,South Africa,13.95,6.0803,2.29429468940677,-0.14071,-0.34707,-0.30814,0.049,0.76204,,,,,,,
2006-05-01,ARE,AED,UAE,9,3.6726,2.45057997059304,-0.1185,-0.34945,-0.32824,0.09889,0.87318,,,,,,,
2006-05-01,ARG,ARS,Argentina,7,3.0565,2.29020121053493,-0.17619,-0.39202,-0.3722,0.02697,0.75059,,,,,,,
2006-05-01,AUS,AUD,Australia,3.25,1.33253,2.43896947911116,-0.12267,-0.35253,-0.33142,0.09368,0.8643,,,,,,,
2006-05-01,BRA,BRL,Brazil,6.4,2.3045,2.77717509221089,-0.00102,-0.26275,-0.23871,0.24534,1.12282,,,,,,,
2006-05-01,CAN,CAD,Canada,3.52,1.12045,3.1415948949083,0.13007,-0.166,-0.13881,0.40875,1.40138,,,,,,,
2006-05-01,CHE,CHF,Switzerland,6.3,1.20885,5.21156471026182,0.87466,0.38351,0.42862,1.33697,2.98362,,,,,,,
2006-05-01,CHL,CLP,Chile,1560,529.95,2.94367393150297,0.05888,-0.21855,-0.19307,0.32,1.25009,,,,,,,
2006-05-01,CHN,CNY,China,10.5,8.026,1.30824819337154,-0.52941,-0.6527,-0.64138,-0.41336,0,,,,,,,
2006-05-01,COL,COP,Colombia,6500,2503.6,2.59626138360761,-0.06609,-0.31077,-0.2883,0.16422,0.98453,,,,,,,
2006-05-01,CRI,CRC,Costa Rica,1130,509.535,2.21770830266812,-0.20226,-0.41127,-0.39207,-0.00554,0.69517,,,,,,,
2006-05-01,CZE,CZK,Czech Republic,59.05,22.1078,2.67100299441826,-0.03921,-0.29093,-0.26781,0.19773,1.04166,,,,,,,
2006-05-01,DNK,DKK,Denmark,27.75,5.81825,4.76947535771065,0.71564,0.26615,0.30743,1.13873,2.6457,,,,,,,
2006-05-01,EGY,EGP,Egypt,9.5,5.77075,1.64623315860157,-0.40783,-0.56298,-0.54873,-0.2618,0.25835,,,,,,,
2006-05-01,EUZ,EUR,Euro area,2.939573529,0.780365992,3.76691649704796,0.35501,0,0.0326,0.68916,1.87936,,,,,,,
2006-05-01,GBR,GBP,Britain,1.94,0.531801744,3.64797600212458,0.31222,-0.03158,0,0.63583,1.78844,,,,,,,
2006-05-01,HKG,HKD,Hong Kong,12,7.7533,1.54772806417912,-0.44326,-0.58913,-0.57573,-0.30597,0.18305,,,,,,,
2006-05-01,HUN,HUF,Hungary,560,206.3444,2.71390936705818,-0.02377,-0.27954,-0.25605,0.21697,1.07446,,,,,,,
2006-05-01,IDN,IDR,Indonesia,14600,9325,1.5656836461126,-0.4368,-0.58436,-0.57081,-0.29792,0.19678,,,,,,,
2006-05-01,JPN,JPY,Japan,250,112.105,2.23005218322109,-0.19782,-0.40799,-0.38869,0,0.70461,,,,,,,
2006-05-01,KOR,KRW,South Korea,2500,952.4,2.62494750104998,-0.05577,-0.30316,-0.28044,0.17708,1.00646,,,,,,,
2006-05-01,LKA,LKR,Sri Lanka,190,102.955,1.84546646593172,-0.33616,-0.51009,-0.49411,-0.17246,0.41064,,,,,,,
2006-05-01,MEX,MXN,Mexico,29,11.3031,2.56566782564075,-0.0771,-0.31889,-0.29669,0.1505,0.96115,,,,,,,
2006-05-01,MYS,MYR,Malaysia,5.5,3.6295,1.51536024245764,-0.45491,-0.59772,-0.5846,-0.32048,0.15831,,,,,,,
2006-05-01,NOR,NOK,Norway,43,6.1023,7.04652344198089,1.53472,0.87063,0.93163,2.1598,4.38623,,,,,,,
2006-05-01,NZL,NZD,New Zealand,4.45,1.62101,2.74520206537899,-0.01252,-0.27123,-0.24747,0.231,1.09838,,,,,,,
2006-05-01,PAK,PKR,Pakistan,130,60.055,2.16468237449005,-0.22134,-0.42534,-0.40661,-0.02931,0.65464,,,,,,,
2006-05-01,PER,PEN,Peru,9.5,3.261,2.91321680466115,0.04792,-0.22663,-0.20142,0.30634,1.22681,,,,,,,
2006-05-01,PHL,PHP,Philippines,85,52.625,1.61520190023753,-0.41899,-0.57121,-0.55723,-0.27571,0.23463,,,,,,,
2006-05-01,POL,PLN,Poland,6.5,3.09915,2.09734927318781,-0.24556,-0.44322,-0.42506,-0.05951,0.60317,,,,,,,
2006-05-01,RUS,RUB,Russia,48,27.06375,1.77359013440488,-0.36202,-0.52917,-0.51382,-0.20469,0.3557,,,,,,,
2006-05-01,SAU,SAR,Saudi Arabia,9,3.749,2.40064017071219,-0.13646,-0.3627,-0.34193,0.0765,0.835,,,,,,,
2006-05-01,SGP,SGD,Singapore,3.6,1.5873,2.26800226800227,-0.18417,-0.39792,-0.37828,0.01702,0.73362,,,,,,,
2006-05-01,SWE,SEK,Sweden,33,7.28455,4.53013569815569,0.62955,0.20261,0.24182,1.0314,2.46275,,,,,,,
2006-05-01,THA,THB,Thailand,60,38.445,1.56067108856808,-0.43861,-0.58569,-0.57218,-0.30016,0.19295,,,,,,,
2006-05-01,TUR,TRY,Turkey,4.2,1.5415,2.72461887771651,-0.01992,-0.2767,-0.25311,0.22177,1.08265,,,,,,,
2006-05-01,TWN,TWD,Taiwan,75,32.141,2.3334681559379,-0.16062,-0.38054,-0.36034,0.04637,0.78366,,,,,,,
2006-05-01,UKR,UAH,Ukraine,8.5,5.05,1.68316831683168,-0.39454,-0.55317,-0.5386,-0.24523,0.28658,,,,,,,
2006-05-01,URY,UYU,Uruguay,42.28,23.925,1.76718913270637,-0.36432,-0.53087,-0.51557,-0.20756,0.35081,,,,,,,
2006-05-01,USA,USD,United States,2.78,1,2.78,0,-0.262,-0.23793,0.24661,1.12498,,,,,,,
2006-05-01,VEN,VEF,Venezuela,5701.25,2519.58,2.26277792330468,-0.18605,-0.3993,-0.37972,0.01467,0.72962,,,,,,,
2006-05-01,ZAF,ZAR,South Africa,13.95,6.597,2.11459754433834,-0.23935,-0.43864,-0.42034,-0.05177,0.61636,,,,,,,
2007-01-01,ARE,AED,UAE,10,3.6726,2.72286663399227,-0.05783,-0.28519,-0.28976,0.18236,0.9244,,,,,,,
2007-01-01,ARG,ARS,Argentina,8.25,3.08875,2.67098340752732,-0.07578,-0.29881,-0.30329,0.15983,0.88773,,,,,,,
2007-01-01,AUS,AUD,Australia,3.45,1.266865,2.72325780568569,-0.0577,-0.28509,-0.28966,0.18253,0.92467,,,,,,,
2007-01-01,BRA,BRL,Brazil,6.4,2.1335,2.99976564330912,0.03798,-0.2125,-0.21753,0.30259,1.1201,,,,,,,
2007-01-01,CAN,CAD,Canada,3.63,1.17485,3.08975613908159,0.06912,-0.18887,-0.19406,0.34167,1.1837,,,,,,,
2007-01-01,CHE,CHF,Switzerland,6.3,1.2485,5.04605526631958,0.74604,0.3247,0.31623,1.19116,2.56632,,,,,,,
2007-01-01,CHL,CLP,Chile,1670,540.15,3.09173377765436,0.0698,-0.18835,-0.19354,0.34253,1.1851,,,,,,,
2007-01-01,CHN,CNY,China,11,7.7743,1.41491838493498,-0.51041,-0.62855,-0.63093,-0.3856,0,,,,,,,
2007-01-01,COL,COP,Colombia,6900,2239.325,3.08128565527559,0.06619,-0.1911,-0.19627,0.33799,1.17771,,,,,,,
2007-01-01,CRI,CRC,Costa Rica,1130,509.535,2.21770830266812,-0.23263,-0.4178,-0.42153,-0.037,0.56738,,,,,,,
2007-01-01,CZE,CZK,Czech Republic,52.1,21.50115,2.42312620487741,-0.16155,-0.36388,-0.36795,0.0522,0.71256,,,,,,,
2007-01-01,DNK,DKK,Denmark,27.75,5.75305,4.82352838928916,0.66904,0.26628,0.25818,1.09453,2.40905,,,,,,,
2007-01-01,EGY,EGP,Egypt,9.09,5.7,1.59473684210526,-0.44819,-0.58135,-0.58402,-0.30751,0.12709,,,,,,,
2007-01-01,EUZ,EUR,Euro area,2.94,0.771813376,3.80921099765962,0.31807,0,-0.0064,0.65408,1.69218,,,,,,,
2007-01-01,GBR,GBP,Britain,1.94,0.506034461,3.83373099959688,0.32655,0.00644,0,0.66473,1.70951,,,,,,,
2007-01-01,HKG,HKD,Hong Kong,12,7.79845,1.53876731914675,-0.46755,-0.59604,-0.59862,-0.33182,0.08753,,,,,,,
2007-01-01,HUN,HUF,Hungary,590,194.4237,3.03460946376393,0.05004,-0.20335,-0.20844,0.31772,1.14472,,,,,,,
2007-01-01,IDN,IDR,Indonesia,15900,9090,1.74917491749175,-0.39475,-0.5408,-0.54374,-0.24045,0.23624,,,,,,,
2007-01-01,JPN,JPY,Japan,280,121.585,2.30291565571411,-0.20314,-0.39543,-0.3993,0,0.6276,,,,,,,
2007-01-01,KOR,KRW,South Korea,2900,940.15,3.08461415731532,0.06734,-0.19022,-0.1954,0.33944,1.18007,,,,,,,
2007-01-01,LKA,LKR,Sri Lanka,190,102.955,1.84546646593172,-0.36143,-0.51553,-0.51862,-0.19864,0.30429,,,,,,,
2007-01-01,MEX,MXN,Mexico,29,10.8894,2.66314030157768,-0.0785,-0.30087,-0.30534,0.15642,0.88219,,,,,,,
2007-01-01,MYS,MYR,Malaysia,5.5,3.502,1.57053112507139,-0.45656,-0.5877,-0.59034,-0.31802,0.10998,,,,,,,
2007-01-01,NOR,NOK,Norway,41.5,6.1023,6.80071448470249,1.35319,0.78533,0.77392,1.95309,3.80644,,,,,,,
2007-01-01,NZL,NZD,New Zealand,4.6,1.42796,3.22137875010505,0.11466,-0.15432,-0.15973,0.39883,1.27672,,,,,,,
2007-01-01,PAK,PKR,Pakistan,140,60.055,2.33119640329698,-0.19336,-0.38801,-0.39192,0.01228,0.64758,,,,,,,
2007-01-01,PER,PEN,Peru,9.5,3.1895,2.9785232795109,0.03063,-0.21807,-0.22307,0.29337,1.10508,,,,,,,
2007-01-01,PHL,PHP,Philippines,85,49.05,1.7329255861366,-0.40037,-0.54507,-0.54798,-0.24751,0.22475,,,,,,,
2007-01-01,POL,PLN,Poland,6.9,2.97175,2.32186422141836,-0.19659,-0.39046,-0.39436,0.00823,0.64099,,,,,,,
2007-01-01,RUS,RUB,Russia,49,26.5335,1.84672206832872,-0.361,-0.5152,-0.5183,-0.19809,0.30518,,,,,,,
2007-01-01,SAU,SAR,Saudi Arabia,9,3.749,2.40064017071219,-0.16933,-0.36978,-0.37381,0.04244,0.69666,,,,,,,
2007-01-01,SGP,SGD,Singapore,3.6,1.53795,2.34077830878767,-0.19004,-0.3855,-0.38943,0.01644,0.65436,,,,,,,
2007-01-01,SWE,SEK,Sweden,32,7.04125,4.54464761228475,0.57254,0.19307,0.18544,0.97343,2.21195,,,,,,,
2007-01-01,THA,THB,Thailand,62,35.3,1.75637393767705,-0.39226,-0.53891,-0.54186,-0.23733,0.24133,,,,,,,
2007-01-01,TUR,TRY,Turkey,4.55,1.40975,3.22752261039191,0.11679,-0.15271,-0.15812,0.40149,1.28107,,,,,,,
2007-01-01,TWN,TWD,Taiwan,75,32.9255,2.27786973622268,-0.21181,-0.40201,-0.40583,-0.01088,0.60989,,,,,,,
2007-01-01,UKR,UAH,Ukraine,9,5.05,1.78217821782178,-0.38333,-0.53214,-0.53513,-0.22612,0.25956,,,,,,,
2007-01-01,URY,UYU,Uruguay,55,23.925,2.29885057471264,-0.20455,-0.3965,-0.40036,-0.00177,0.62472,,,,,,,
2007-01-01,USA,USD,United States,2.89,1,2.89,0,-0.24131,-0.24617,0.25493,1.04252,,,,,,,
2007-01-01,VEN,VEF,Venezuela,6800,4125.278,1.6483737580837,-0.42963,-0.56727,-0.57003,-0.28422,0.165,,,,,,,
2007-01-01,ZAF,ZAR,South Africa,15.5,7.10975,2.18010478568163,-0.24564,-0.42768,-0.43134,-0.05333,0.5408,,,,,,,
2007-06-01,ARE,AED,UAE,10,3.67285,2.72268129654083,-0.09244,-0.34659,-0.32055,0.18937,0.88229,,,,,,,
2007-06-01,ARG,ARS,Argentina,8.25,3.0915,2.66860747210092,-0.11046,-0.35957,-0.33404,0.16575,0.84491,,,,,,,
2007-06-01,AUS,AUD,Australia,3.45,1.17,2.94871794871795,-0.01709,-0.29235,-0.26414,0.28812,1.03856,,,,,,,
2007-06-01,BRA,BRL,Brazil,6.9,1.913,3.60690015682175,0.2023,-0.13439,-0.09989,0.57564,1.49358,,,,,,,
2007-06-01,CAN,CAD,Canada,3.88,1.05345,3.68313636147895,0.22771,-0.11609,-0.08086,0.60894,1.54629,,,,,,,
2007-06-01,CHE,CHF,Switzerland,6.3,1.2112,5.20145310435931,0.73382,0.24828,0.29804,1.2722,2.59595,,,,,,,
2007-06-01,CHL,CLP,Chile,1565,526.75,2.97104888467015,-0.00965,-0.28699,-0.25857,0.29787,1.05399,,,,,,,
2007-06-01,CHN,CNY,China,11,7.6047,1.44647389114626,-0.51784,-0.65286,-0.63903,-0.36812,0,,,,,,,
2007-06-01,COL,COP,Colombia,6900,1956,3.52760736196319,0.17587,-0.15342,-0.11967,0.541,1.43876,,,,,,,
2007-06-01,CRI,CRC,Costa Rica,1130,518.625,2.17883827428296,-0.27372,-0.47711,-0.45626,-0.0482,0.50631,,,,,,,
2007-06-01,CZE,CZK,Czech Republic,52.9,21.11675,2.50512034285579,-0.16496,-0.3988,-0.37484,0.09433,0.73188,,,,,,,
2007-06-01,DNK,DKK,Denmark,27.75,5.4603,5.08213834404703,0.69405,0.21965,0.26826,1.22008,2.51347,,,,,,,
2007-06-01,EGY,EGP,Egypt,9.54,5.69025,1.67655199683669,-0.44115,-0.59765,-0.58161,-0.26762,0.15906,,,,,,,
2007-06-01,EUZ,EUR,Euro area,3.057482443,0.733756466,4.1668899487422,0.38896,0,0.03986,0.82026,1.88072,,,,,,,
2007-06-01,GBR,GBP,Britain,1.99,0.496610632,4.00716350349906,0.33572,-0.03833,0,0.75049,1.7703,,,,,,,
2007-06-01,HKG,HKD,Hong Kong,12,7.81555,1.53540057961372,-0.4882,-0.63152,-0.61684,-0.32928,0.06148,,,,,,,
2007-06-01,HUN,HUF,Hungary,600,180.2106,3.32943789100086,0.10981,-0.20098,-0.16913,0.45443,1.30176,,,,,,,
2007-06-01,IDN,IDR,Indonesia,15900,9015,1.76372712146423,-0.41209,-0.57673,-0.55986,-0.22953,0.21933,,,,,,,
2007-06-01,JPN,JPY,Japan,280,122.315,2.2891714017087,-0.23694,-0.45063,-0.42873,0,0.58259,,,,,,,
2007-06-01,KOR,KRW,South Korea,2900,922.5,3.14363143631436,0.04788,-0.24557,-0.2155,0.37326,1.17331,,,,,,,
2007-06-01,LKA,LKR,Sri Lanka,210,111.4,1.8850987432675,-0.37163,-0.5476,-0.52957,-0.17651,0.30324,,,,,,,
2007-06-01,MEX,MXN,Mexico,29,10.76755,2.693277486522,-0.10224,-0.35365,-0.32788,0.17653,0.86196,,,,,,,
2007-06-01,MYS,MYR,Malaysia,5.5,3.4345,1.60139758334547,-0.4662,-0.61569,-0.60037,-0.30045,0.1071,,,,,,,
2007-06-01,NOR,NOK,Norway,40,5.8139,6.88006329658233,1.29335,0.65113,0.71694,2.00548,3.75644,,,,,,,
2007-06-01,NZL,NZD,New Zealand,4.6,1.2797,3.59459248261311,0.1982,-0.13734,-0.10296,0.57026,1.48507,,,,,,,
2007-06-01,PAK,PKR,Pakistan,140,60.37,2.31903263210204,-0.22699,-0.44346,-0.42128,0.01304,0.60323,,,,,,,
2007-06-01,PER,PEN,Peru,9.5,3.167,2.99968424376381,-0.00011,-0.28011,-0.25142,0.31038,1.07379,,,,,,,
2007-06-01,PHL,PHP,Philippines,85,45.8975,1.85195272073642,-0.38268,-0.55556,-0.53784,-0.19099,0.28032,,,,,,,
2007-06-01,POL,PLN,Poland,6.9,2.75185,2.50740410996239,-0.1642,-0.39826,-0.37427,0.09533,0.73346,,,,,,,
2007-06-01,RUS,RUB,Russia,52,25.64825,2.0274287719435,-0.32419,-0.51344,-0.49405,-0.11434,0.40164,,,,,,,
2007-06-01,SAU,SAR,Saudi Arabia,9,3.75045,2.39971203455585,-0.2001,-0.4241,-0.40114,0.04829,0.65901,,,,,,,
2007-06-01,SGP,SGD,Singapore,3.95,1.52375,2.59228876127974,-0.1359,-0.37788,-0.35309,0.13241,0.79214,,,,,,,
2007-06-01,SWE,SEK,Sweden,33,6.79165,4.85890762922118,0.61964,0.16608,0.21256,1.12256,2.35914,,,,,,,
2007-06-01,THA,THB,Thailand,62,34.455,1.79944855608765,-0.40018,-0.56816,-0.55094,-0.21393,0.24402,,,,,,,
2007-06-01,TUR,TRY,Turkey,4.75,1.2981,3.6591942069178,0.21973,-0.12184,-0.08684,0.59848,1.52973,,,,,,,
2007-06-01,TWN,TWD,Taiwan,75,32.7705,2.28864374971392,-0.23712,-0.45075,-0.42886,-0.00023,0.58222,,,,,,,
2007-06-01,UKR,UAH,Ukraine,9.25,5.0275,1.83988065638986,-0.38671,-0.55845,-0.54085,-0.19627,0.27198,,,,,,,
2007-06-01,URY,UYU,Uruguay,62,23.945,2.5892670703696,-0.13691,-0.37861,-0.35384,0.13109,0.79005,,,,,,,
2007-06-01,USA,USD,United States,3,1,3,0,-0.28004,-0.25134,0.31052,1.07401,,,,,,,
2007-06-01,VEN,VEF,Venezuela,7400,2147.3,3.44618823638989,0.14873,-0.17296,-0.13999,0.50543,1.38248,,,,,,,
2007-06-01,ZAF,ZAR,South Africa,15.5,6.971,2.22349734614833,-0.25883,-0.46639,-0.44512,-0.02869,0.53718,,,,,,,
2008-06-01,ARE,AED,UAE,10,3.67285,2.72268129654083,-0.15181,-0.49039,-0.40429,0.03904,0.48854,,,,,,,
2008-06-01,ARG,ARS,Argentina,11,3.0195,3.64298724954463,0.13489,-0.31814,-0.20293,0.39026,0.99169,,,,,,,
2008-06-01,AUS,AUD,Australia,3.45,1.026,3.36257309941521,0.04753,-0.37062,-0.26429,0.28324,0.83839,,,,,,,
2008-06-01,BRA,BRL,Brazil,7.5,1.5846,4.73305566073457,0.47447,-0.11411,0.03557,0.80625,1.58766,,,,,,,
2008-06-01,CAN,CAD,Canada,4.09,1.00355,4.07553186189029,0.26964,-0.23718,-0.1083,0.55532,1.22817,,,,,,,
2008-06-01,CHE,CHF,Switzerland,6.5,1.02215,6.35914493958812,0.98104,0.19025,0.39135,1.42681,2.47667,,,,,,,
2008-06-01,CHL,CLP,Chile,1550,494.65,3.13352875770747,-0.02382,-0.41349,-0.3144,0.19583,0.71316,,,,,,,
2008-06-01,CHN,CNY,China,12.5,6.834,1.82908984489318,-0.43019,-0.65765,-0.59981,-0.30197,0,,,,,,,
2008-06-01,COL,COP,Colombia,7000,1798.65,3.89180774469741,0.2124,-0.27157,-0.14849,0.48521,1.12773,,,,,,,
2008-06-01,CRI,CRC,Costa Rica,1800,551.02,3.26666908642155,0.01765,-0.38857,-0.28527,0.24664,0.78595,,,,,,,
2008-06-01,CZE,CZK,Czech Republic,66.08,14.49795,4.55788577005715,0.4199,-0.1469,-0.00276,0.7394,1.49189,,,,,,,
2008-06-01,DNK,DKK,Denmark,28,4.7044,5.95187484057478,0.85417,0.11402,0.30224,1.27138,2.25401,,,,,,,
2008-06-01,EGY,EGP,Egypt,13,5.3125,2.44705882352941,-0.23768,-0.54198,-0.4646,-0.06614,0.33786,,,,,,,
2008-06-01,EUZ,EUR,Euro area,3.36856,0.630497147,5.34270458800347,0.66439,0,0.16895,1.03891,1.92096,,,,,,,
2008-06-01,GBR,GBP,Britain,2.29,0.501039657,4.57049650263512,0.42383,-0.14454,0,0.74422,1.49878,,,,,,,
2008-06-01,HKG,HKD,Hong Kong,13.3,7.7974,1.70569677071844,-0.46863,-0.68074,-0.6268,-0.34906,-0.06746,,,,,,,
2008-06-01,HUN,HUF,Hungary,670,144.2578,4.64446289905988,0.44687,-0.13069,0.01618,0.77244,1.53922,,,,,,,
2008-06-01,IDN,IDR,Indonesia,18700,9152,2.04326923076923,-0.36347,-0.61756,-0.55294,-0.22024,0.1171,,,,,,,
2008-06-01,JPN,JPY,Japan,280,106.855,2.62037340320996,-0.18368,-0.50954,-0.42668,0,0.43261,,,,,,,
2008-06-01,KOR,KRW,South Korea,3200,1018.05,3.1432640832965,-0.02079,-0.41167,-0.31227,0.19955,0.71849,,,,,,,
2008-06-01,LKA,LKR,Sri Lanka,210,107.55,1.95258019525802,-0.39172,-0.63453,-0.57279,-0.25485,0.06751,,,,,,,
2008-06-01,MEX,MXN,Mexico,32,10.1685,3.14697349658258,-0.01963,-0.41098,-0.31146,0.20096,0.72051,,,,,,,
2008-06-01,MYS,MYR,Malaysia,5.5,3.238,1.69857936998147,-0.47085,-0.68207,-0.62836,-0.35178,-0.07135,,,,,,,
2008-06-01,NOR,NOK,Norway,40,5.07915,7.87533347115167,1.45337,0.47403,0.72308,2.00542,3.3056,,,,,,,
2008-06-01,NZL,NZD,New Zealand,4.9,1.3177,3.7186005919405,0.15844,-0.30399,-0.18639,0.41911,1.03303,,,,,,,
2008-06-01,PAK,PKR,Pakistan,140,70.9,1.97461212976023,-0.38486,-0.63041,-0.56797,-0.24644,0.07956,,,,,,,
2008-06-01,PER,PEN,Peru,9.5,2.84,3.34507042253521,0.04208,-0.3739,-0.26812,0.27656,0.82882,,,,,,,
2008-06-01,PHL,PHP,Philippines,87,44.485,1.95571540968866,-0.39074,-0.63395,-0.5721,-0.25365,0.06923,,,,,,,
2008-06-01,POL,PLN,Poland,7,2.03145,3.44581456595043,0.07346,-0.35504,-0.24607,0.31501,0.8839,,,,,,,
2008-06-01,RUS,RUB,Russia,59,23.2336,2.53942565938985,-0.2089,-0.52469,-0.44439,-0.03089,0.38835,,,,,,,
2008-06-01,SAU,SAR,Saudi Arabia,10,3.74955,2.66698670507128,-0.16916,-0.50082,-0.41648,0.01779,0.45809,,,,,,,
2008-06-01,SGP,SGD,Singapore,3.95,1.35275,2.91997782295324,-0.09035,-0.45346,-0.36112,0.11434,0.59641,,,,,,,
2008-06-01,SWE,SEK,Sweden,38,5.96085,6.37492974995177,0.98596,0.1932,0.3948,1.43283,2.4853,,,,,,,
2008-06-01,THA,THB,Thailand,62,33.36,1.85851318944844,-0.42102,-0.65214,-0.59337,-0.29074,0.01609,,,,,,,
2008-06-01,TUR,TRY,Turkey,5.15,1.19275,4.31775309159505,0.34509,-0.19184,-0.0553,0.64776,1.3606,,,,,,,
2008-06-01,TWN,TWD,Taiwan,75,30.3625,2.47015232606011,-0.23048,-0.53766,-0.45954,-0.05733,0.35048,,,,,,,
2008-06-01,UKR,UAH,Ukraine,11,4.6,2.39130434782609,-0.25505,-0.55242,-0.4768,-0.08742,0.30737,,,,,,,
2008-06-01,URY,UYU,Uruguay,61,19.15,3.18537859007833,-0.00767,-0.40379,-0.30306,0.21562,0.74151,,,,,,,
2008-06-01,USA,USD,United States,3.21,1,3.21,0,-0.39918,-0.29767,0.22502,0.75497,,,,,,,
